id,title,year,age,imdb,rotten_tomatoes,netflix,hulu,prime,disney
4172,Minecraft Life,2017,,,0,0,0,1,0
4173,Missing,2017,16,6.3,0,0,0,1,0
4174,Model Diaries,2017,,,0,0,0,1,0
4175,Money Heist,2017,18,8.4,91,1,0,0,0
4176,Monster Musume: Everyday Life with Monster Girls,2017,18,6.7,0,0,1,0,0
4177,Morocco: Love in Times of War,2017,,7.7,0,1,0,0,0
4178,Moving Machines For Kids,2017,,,0,0,0,1,0
4179,Murder in the Heartland,2017,16,7.8,0,0,1,0,0
4180,Murder on the Internet,2017,,7.2,0,0,1,1,0
4181,My First INBA Fitness Model Competition,2017,,,0,0,0,1,0
4182,My Girlfriend is Shobitch,2017,,,0,0,0,1,0
4183,My Hotter Half,2017,,3.8,0,1,0,0,0
4184,My House of Paranormal,2017,,4,0,0,0,1,0
4185,My Little Pony: Equestria Girls,2017,0,6.5,0,1,0,0,0
4186,My Only Love Song,2017,,6.7,0,1,0,0,0
4187,My Sassy Girl,2017,,7,0,1,0,0,0
4188,My Secret Romance,2017,,,0,1,0,0,0
4189,Mystery Science Theater 3000: The Return,2017,16,8,100,1,0,0,0
4190,Neo Yokio,2017,18,5.8,77,1,0,0,0
4191,New York Confidential,2017,,8,0,0,0,1,0
4192,Niko and the Sword of Light,2017,0,7.7,0,0,0,1,0
4193,No Activity,2017,18,6.7,0,0,1,0,0
4194,Nori - Rollercoaster Boy,2017,,,0,0,0,1,0
4195,Nursery Rhymes For Babies and Toddlers,2017,,,0,0,0,1,0
4196,Nursery Rhymes Time,2017,,,0,0,0,1,0
4197,Oasis,2017,18,8.3,0,0,0,1,0
4198,Obsessed (WIRED),2017,,,0,0,1,0,0
4199,Oh My General,2017,,,0,0,0,1,0
4200,Oh Yuck!,2017,,7.4,0,1,0,0,0
4201,OK K.O.! Let's Be Heroes,2017,7,7.1,0,0,1,0,0
4202,On Stage,2017,,,0,0,1,0,0
4203,On The Bank,2017,,,0,0,0,1,0
4204,On The Spot,2017,,,0,0,0,1,0
4205,One Day at a Time,2017,7,8.2,99,1,0,0,0
4206,Onihei,2017,,7.4,0,0,0,1,0
4207,Operation Shadow,2017,,,0,0,0,1,0
4208,Origins,2017,,,0,0,0,1,0
4209,Origins: The Journey of Humankind,2017,,6.7,0,0,0,0,1
4210,Outsmarted,2017,,7.9,0,0,1,1,0
4211,Ozark,2017,18,8.4,81,1,0,0,0
4212,Page Six TV,2017,7,4.6,0,0,1,0,0
4213,Paradise Islands,2017,,,0,0,0,0,1
4214,Paranormal Matrix,2017,,,0,0,0,1,0
4215,Part-Time Idol,2017,7,7.2,0,1,0,0,0
4216,Paul Hollywood's Big Continental Road Trip,2017,,,0,1,0,0,0
4217,Pega Pega,2017,,6.3,0,1,0,0,0
4218,Pete the Cat,2017,0,7.5,0,0,0,1,0
4219,Philip K. Dick's Electric Dreams,2017,18,7.3,72,0,0,1,0
4220,Pinkfing! Time Songs,2017,,,0,0,0,1,0
4221,PINKFONG!,2017,,,0,0,0,1,0
4222,Pinkfong! Animal Songs,2017,,,0,0,0,1,0
4223,Pinkfong! Baby Shark Special,2017,,,0,0,0,1,0
4224,Pinkfong! Body Songs,2017,,,0,0,0,1,0
4225,Pinkfong! Dinosaur Musical Stories,2017,,,0,0,0,1,0
4226,Pinkfong! Healthy Habit Songs,2017,,,0,0,0,1,0
4227,Pinkfong! Princess Songs,2017,,,0,0,0,1,0
4228,Pinkfong! Puppet Show,2017,,,0,0,0,1,0
4229,Piux XII,2017,,,0,0,0,1,0
4230,Please Tell Me I'm Adopted!,2017,,,0,0,0,1,0
4231,Price Points,2017,,,0,0,0,1,0
4232,Prime Suspect: Tennison,2017,16,7.5,47,0,0,1,0
4233,Princess Principal,2017,18,7.3,0,0,0,1,0
4234,Prison Playbook,2017,,8.3,0,1,0,0,0
4235,Puppy Dog Pals,2017,0,7,0,0,0,0,1
4236,Pure,2017,16,7,0,0,1,0,0
4237,QB1: Beyond the Lights,2017,16,7.8,0,1,0,0,0
4238,Queens,2017,,6.3,0,0,0,1,0
4239,Queens of Comedy,2017,,,0,1,0,0,0
4240,Quick Bites,2017,,,0,0,0,1,0
4241,Rage of Bahamut Virgin Soul,2017,,7.3,0,0,0,1,0
4242,Rapunzel's Tangled Adventure,2017,0,7.6,0,0,0,0,1
4243,Raven's Home,2017,0,7.4,0,0,0,0,1
4244,Re:Creators,2017,18,7,0,0,0,1,0
4245,Re:Mind,2017,18,5,0,1,0,0,0
4246,Real Estate with Rosanna,2017,,,0,0,1,0,0
4247,Rebel,2017,16,5.2,38,0,0,1,0
4248,ReCore Video Gameplay,2017,,,0,0,0,1,0
4249,Reelin' in the Keys,2017,,,0,0,0,1,0
4250,Review: Blind Bags and Surprise Toy Reviews,2017,,,0,0,0,1,0
4251,"Review: Build A Bear, Tsum Tsum and Disney Plushie Toy Reviews",2017,,,0,0,0,1,0
4252,"Review: Cool Collectibles Dolls, Toys and Vinyl Figures Reviews",2017,,,0,0,0,1,0
4253,Review: Disney Toy Review,2017,,,0,0,0,1,0
4254,Review: Gun Stock Reviews,2017,,,0,0,0,1,0
4255,Review: Mega Construx Dinotrux Reviews,2017,,,0,0,0,1,0
4256,Review: Pullip Doll Reviews,2017,,,0,0,0,1,0
4257,Review: Shopkins Shoppies Doll Reviews,2017,,,0,0,0,1,0
4258,Revival Radio TV,2017,,,0,0,0,1,0
4259,Revolt,2017,,,0,0,1,0,0
4260,Ritual,2017,,6.7,0,0,0,1,0
4261,Riverdale,2017,16,7,86,1,0,0,0
4262,Roblox Funny Moments (PairOfDucks),2017,,,0,0,0,1,0
4263,Robot Trains,2017,0,5.4,0,1,0,1,0
4264,Rostered On,2017,16,8.4,0,1,0,0,0
4265,Royal Watch,2017,,,0,0,0,1,0
4266,Ruining History,2017,,,0,0,0,1,0
4267,S.W.A.T.,2017,16,7,0,0,1,0,0
4268,Sad Hot Girls,2017,,,0,0,1,0,0
4269,Salvation,2017,16,7,44,0,0,1,0
4270,Sammy & Bella's Kitchen Rescue,2017,,4.7,0,1,0,0,0
4271,Samurai Gourmet,2017,,8.3,0,1,0,0,0
4272,Santa Clarita Diet,2017,18,7.8,89,1,0,0,0
4273,SAS Rogue Warriors,2017,,,0,0,0,1,0
4274,Scott Peterson: An American Murder Mystery,2017,,,0,0,1,0,0
4275,Screenland,2017,,6.8,0,1,0,0,0
4276,Sean in the Wild,2017,,7.4,0,0,1,0,0
4277,See Deng,2017,,,0,0,0,1,0
4278,Serial Killer Culture TV,2017,,,0,0,0,1,0
4279,Serial Killer with Piers Morgan,2017,,3.7,0,1,0,0,0
4280,Shamwari: A Wild Life,2017,,,0,0,0,1,0
4281,SharkBites TV,2017,,,0,0,0,1,0
4282,She's Gotta Have It,2017,18,6.7,77,1,0,0,0
4283,Shot in the Dark,2017,18,8.3,0,1,0,0,0
4284,Shots Fired,2017,16,6.4,84,0,1,0,0
4285,Sick Note,2017,18,6.8,50,1,0,0,0
4286,Silver Kings,2017,,,0,0,0,1,0
4287,Sirenetta & the Second Star,2017,,,0,0,0,1,0
4288,Sisters,2017,,7.6,0,1,0,0,0
4289,SIX,2017,18,7.3,62,0,1,0,0
4290,Slice of Paradise,2017,,,0,1,0,0,0
4291,Slobby's World,2017,,5.8,0,1,0,0,0
4292,Small Shots,2017,18,7,0,1,0,0,0
4293,Snowfall,2017,18,8,81,0,1,0,0
4294,Socially Awkward,2017,,,0,0,0,1,0
4295,Something Shady,2017,,,0,0,0,1,0
4296,Somewhere Between,2017,16,6.2,0,1,0,0,0
4297,Sophia,2017,,7.7,0,0,0,1,0
4298,Sophie La Girafe,2017,,,0,0,1,0,0
4299,South Bend's Lunkerville,2017,,,0,0,0,1,0
4300,Space Curiosities,2017,,,0,0,0,1,0
4301,Speaker Meeting,2017,,,0,0,0,1,0
4302,Spectre Analysis,2017,,,0,0,0,1,0
4303,Spirit: Riding Free,2017,7,6.4,0,1,0,0,0
4304,Stagrassle Paranormal,2017,,,0,0,0,1,0
4305,Star April,2017,,6.8,0,0,0,1,0
4306,Steve Harvey's Funderdome,2017,7,7,0,0,1,0,0
4307,"Stop, Breathe & Think Kids: Mindful Games",2017,,,0,0,1,0,0
4308,Storage Wars: Northern Treasures,2017,18,5.7,0,1,0,1,0
4309,Strange Events,2017,,4.8,0,0,0,1,0
4310,Stranger,2017,,8.6,0,1,0,0,0
4311,Stretch Armstrong & the Flex Fighters,2017,,6.5,0,1,0,0,0
4312,Strictly Dumpling,2017,,,0,0,0,1,0
4313,Strong Woman Do Bong Soon,2017,,,0,1,0,0,0
4314,Struggle Meals,2017,,,0,0,1,1,0
4315,Suburra: Blood on Rome,2017,16,8,0,1,0,0,0
4316,Super Bheem,2017,,5.7,0,1,0,0,0
4317,Super Ma'am,2017,,6.4,0,0,0,1,0
4318,Super Mario 64 Playthrough,2017,,,0,0,0,1,0
4319,Super Monsters,2017,0,6.7,0,1,0,0,0
4320,Super Supers: No Fan of the Ban,2017,,,0,0,0,1,0
4321,Taboo,2017,16,8.4,76,0,1,0,0
4322,Tabula Rasa,2017,18,8.1,0,1,0,0,0
4323,Tainted Dreams,2017,,7.8,0,0,0,1,0
4324,Take On The World Conference 2017,2017,,,0,0,0,1,0
4325,Taken,2017,16,6.6,32,1,1,0,0
4326,Tales of Morrissa,2017,,,0,0,0,1,0
4327,Tales of The Wild West,2017,,,0,0,0,1,0
4328,Talks at GS,2017,,,0,0,1,1,0
4329,Tank Biathlon,2017,,,0,0,0,1,0
4330,Tasting Our Roots,2017,,,0,0,1,1,0
4331,Teletubbies: Nursery Rhymes,2017,,5.1,0,0,0,1,0
4332,Terrace House: Opening New Doors,2017,,7.8,0,1,0,0,0
4333,Tesla Road Trip,2017,,,0,0,0,1,0
4334,The Aces' War,2017,,,0,0,0,1,0
4335,The Adventures of Dr. Buckeye Bottoms,2017,,,0,0,1,0,0
4336,The Back Pages,2017,,5.4,0,0,0,1,0
4337,The Best Markets On Earth,2017,,,0,0,0,1,0
4338,The Big Family Cooking Showdown,2017,7,7.1,0,1,0,0,0
4339,The Bold Type,2017,16,8,0,0,1,0,0
4340,The Bride of the Water God,2017,,6.8,0,1,0,0,0
4341,The Bumble Nums,2017,0,,0,0,0,1,0
4342,The Champion Within,2017,,,0,0,1,0,0
4343,The Chickens,2017,,,0,0,0,1,0
4344,The Complete History of the Second World War,2017,,,0,0,0,1,0
4345,The Complete Story of Hitler and the Nazis,2017,,,0,0,0,1,0
4346,The Confession Tapes,2017,16,7.5,100,1,0,0,0
4347,The Cravings,2017,,7.2,0,1,0,0,0
4348,The Day I Met El Chapo: The Kate del Castillo Story,2017,18,6.9,0,1,0,0,0
4349,The Eleven,2017,16,6.7,0,0,0,1,0
4350,The End of the F***ing World,2017,18,8.1,93,1,0,0,0
4351,The Fish Guyz,2017,,,0,0,0,1,0
4352,The Forest,2017,,7.3,0,1,0,0,0
4353,The Frozen Dead,2017,,6.3,0,1,0,0,0
4354,The Gifted,2017,16,7.4,79,0,1,0,0
4355,The GiggleBellies - Monster Truck Learning,2017,,,0,0,0,1,0
4356,The Good Doctor,2017,16,8.2,0,0,1,0,0
4357,The Handmaid's Tale,2017,18,8.5,88,0,1,0,0
4358,The History of Comedy,2017,18,7.8,0,0,1,0,0
4359,The Hollywood Masters,2017,,7.1,0,1,0,0,0
4360,The Hollywood Puppet Show,2017,,5.2,0,0,0,1,0
4361,The Hunting Public,2017,,,0,0,0,1,0
4362,The Indian Detective,2017,,6.5,50,1,0,0,0
4363,The Keepers,2017,16,8.1,96,1,0,0,0
4364,The Kindness Diaries,2017,,8.1,0,1,0,1,0
4365,The Last Post,2017,18,7.2,64,0,0,1,0
4366,The Laura Show,2017,,,0,0,0,1,0
4367,The Letdown,2017,,7.5,91,1,0,0,0
4368,The Lifted Life,2017,,,0,0,0,1,0
4369,The Long Road Home,2017,18,7.5,77,0,1,0,0
4370,The Lowe Files,2017,7,6.7,60,0,1,1,0
4371,The Magic School Bus Rides Again,2017,0,6.2,0,1,0,0,0
4372,The Mantis,2017,,7.5,0,1,0,0,0
4373,The Many Faces of Ito,2017,,6.7,0,1,0,0,0
4374,The Marvelous Mrs. Maisel,2017,18,8.7,89,0,0,1,0
4375,The Menendez Murders: Erik Tells All,2017,,7.5,0,0,1,0,0
4376,The Mick,2017,16,7.8,0,0,1,0,0
4377,The Mist,2017,18,5.4,62,1,0,0,0
4378,The Most Ridiculous Things From The Walking Dead,2017,,,0,0,0,1,0
4379,The Murder of Laci Peterson,2017,16,7.4,0,0,1,0,0
4380,The New V.I.P.'s,2017,,,50,0,0,1,0
4381,The Nineties,2017,7,8.2,0,1,0,0,0
4382,The Ollie & Moon Show,2017,0,8.2,0,1,0,0,0
4383,The Orville,2017,16,8,65,0,1,0,0
4384,The Other F Word,2017,,8,0,0,0,1,0
4385,The Other Guy,2017,18,6.8,0,0,1,0,0
4386,The Really Big Flip,2017,,5.3,0,0,0,1,0
4387,The Red Booth,2017,,,0,0,0,1,0
4388,THE REFLECTION,2017,18,5.9,0,0,1,0,0
4389,The Repair Shop,2017,,8.6,0,1,0,0,0
4390,The Road to Calvary,2017,7,7.7,0,1,0,0,0
4391,The Road Trick,2017,,6.8,0,1,0,0,0
4392,The Royal House of Windsor,2017,16,7.4,0,1,0,0,0
4393,The Same Sky,2017,7,7.5,0,1,0,0,0
4394,The Sinner,2017,16,8,95,1,0,0,0
4395,The Son,2017,16,7.5,52,0,1,0,0
4396,The Standups,2017,,6.7,100,1,0,0,0
4397,The Story of Us with Morgan Freeman,2017,,7.5,0,1,0,0,0
4398,The Toys That Made Us,2017,16,8.1,100,1,0,0,0
4399,The Underwear,2017,,,0,1,0,0,0
4400,The Unknown Hitman: The Story of El Cholo Adrián,2017,,7.2,0,1,0,0,0
4401,The Urban Vegetarian,2017,,5.3,0,0,0,1,0
4402,The Velvet Collection,2017,16,7.2,0,1,0,0,0
4403,The Vietnam War,2017,18,9.1,98,1,0,0,0
4404,"The Vietnam War: Before, During, After",2017,,7.1,0,0,0,1,0
4405,The World's Most Extraordinary Homes,2017,,7.5,0,1,0,0,0
4406,The Worst Witch,2017,7,7.3,0,1,0,0,0
4407,The Z Virus,2017,,2.8,0,0,0,1,0
4408,There's... Johnny!,2017,,7.2,83,0,1,0,0
4409,This Country,2017,16,8.5,96,0,1,0,0
4410,Tientsin Mystic,2017,7,7.3,0,1,0,0,0
4411,Time After Time,2017,16,6.7,67,0,1,0,0
4412,Time for Bed with Punam Patel,2017,,,0,0,1,0,0
4413,Time: The Kalief Browder Story,2017,16,8.5,100,1,0,0,0
4414,Tin Star,2017,18,7.3,57,0,0,1,0
4415,Tjovitjo,2017,,4.8,0,1,0,0,0
4416,Tomorrow with You,2017,,7.4,0,1,0,0,0
4417,Top 30,2017,,6.2,0,0,1,0,0
4418,TRANsitioning,2017,,,0,0,1,0,0
4419,Treetop Family - Super Simple,2017,,6.8,0,0,0,1,0
4420,Tried + True,2017,,,0,0,0,1,0
4421,Trotsky,2017,,7.1,0,1,0,0,0
4422,True and the Rainbow Kingdom,2017,0,6.9,0,1,0,0,0
4423,True Ghost Stories,2017,,,0,0,0,1,0
4424,True Nordic Crimes,2017,,,0,0,0,1,0
4425,Trump: An American Dream,2017,,7.2,0,1,0,0,0
4426,Trust Me,2017,,7,79,0,1,0,0
4427,Truth & Iliza,2017,7,5.3,0,0,1,0,0
4428,Truth and Lies: Watergate,2017,,,0,0,1,0,0
4429,Try Guys,2017,,,0,0,0,1,0
4430,Tunnel,2017,16,8.3,0,1,0,0,0
4431,Twitter Tech Support,2017,,,0,0,1,0,0
4432,Ultimate Beastmaster,2017,7,7.3,0,1,0,0,0
4433,Ultraviolet,2017,18,7,0,1,1,0,0
4434,Uncaged: The Animated Series,2017,,,0,0,0,1,0
4435,Under The Sea: The Great Barrier Reef,2017,,,0,0,0,1,0
4436,Unexpected,2017,16,5.8,0,0,1,0,0
4437,Unikitty,2017,7,5.7,0,0,1,0,0
4438,Unit 42,2017,7,7,0,1,0,0,0
4439,Unlock the unknown,2017,,,0,0,0,1,0
4440,Untamed with Filipe DeAndrade,2017,,,0,0,1,0,0
4441,UQ Holder!,2017,,,0,0,0,1,0
4442,Urara Meirocho,2017,16,7.3,0,0,1,0,0
4443,Valor,2017,16,5.9,22,1,0,0,0
4444,Vampirina,2017,0,6.8,0,0,0,0,1
4445,Vatican Miracle Examiner,2017,,6.5,0,0,0,1,0
4446,VeggieTales in the City,2017,,6.1,0,1,0,0,0
4447,Veni Vidi Vici,2017,18,5.9,0,0,1,0,0
4448,Vials,2017,,,0,0,0,1,0
4449,Video Wallpaper,2017,,,0,0,0,1,0
4450,Voice (OCN),2017,,,0,1,0,0,0
4451,War in the Pacific,2017,,6,0,0,0,1,0
4452,Watch Around the Clock B&W,2017,,,0,0,0,1,0
4453,We Day 2017,2017,,5.5,0,0,1,0,0
4454,Wedding Season,2017,,,0,0,1,1,0
4455,Welcome to the Ballroom,2017,16,7.7,0,0,0,1,0
4456,Wet Hot American Summer: 10 Years Later,2017,18,6.9,0,1,0,0,0
4457,Where I'd Rather Be,2017,,,0,0,0,1,0
4458,"Where There's Blame, There's a Claim",2017,,,0,0,0,1,0
4459,While You Were Sleeping,2017,,8.4,0,0,1,0,0
4460,White Gold,2017,18,7.4,88,1,0,0,0
4461,Whitney Bjerken Gymnastics Level 9 Competitions,2017,,,0,0,0,1,0
4462,Wild Animal Rescue,2017,,,0,0,0,1,0
4463,WildWoods,2017,,,0,0,1,0,0
4464,Woodwalkers,2017,,,0,0,0,1,0
4465,Workin' Moms,2017,18,7.5,0,1,0,0,0
4466,World Changers Television,2017,,,0,0,0,1,0
4467,World of Dance,2017,7,7,0,0,1,0,0
4468,World War II Diaries - The Complete War Report,2017,,,0,0,0,1,0
4469,World's Busiest Cities,2017,,7.3,0,1,0,0,0
4470,Wormwood,2017,16,7,92,1,0,0,0
4471,Worth It: Lifestyle,2017,,7.4,0,0,0,1,0
4472,Year Million,2017,16,7.5,0,0,0,0,1
4473,Yoga Class for Beginners with Irini Res,2017,,,0,0,0,1,0
4474,"Yoga For Back Pain, Neck Pain & Stress Relief - Lindsey Samper",2017,,,0,0,0,1,0
4475,You Colored My World,2017,,,0,0,0,1,0
4476,You Sang My Song,2017,,,0,0,1,1,0
4477,Yummy Mummies,2017,7,4,0,1,0,0,0
4478,Z: The Beginning of Everything,2017,16,7.2,0,0,0,1,0
4479,Zac & Mia,2017,16,8.1,0,0,1,0,0
4480,Zack Morris is Trash,2017,,7.8,0,0,0,1,0
4481,Zone Blanche,2017,,7.5,0,1,0,0,0
4482,1983,2018,18,6.8,100,1,0,0,0
4483,9/1/2001,2018,16,7.7,81,0,1,0,0
4484,"#MeToo, Now What?",2018,,6.6,0,0,0,1,0
4485,#ThatsHarassment,2018,,,0,0,1,1,0
4486,(The Hook Up Plan),2018,16,7.4,0,1,0,0,0
4487,1990s: The Deadliest Decade,2018,16,7.9,0,0,1,0,0
4488,21 Sarfarosh - Saragarhi 1897,2018,16,8.1,0,1,0,0,0
4489,24 Hours With,2018,,,0,0,1,0,0
4490,3Below: Tales of Arcadia,2018,7,7.8,100,1,0,0,0
4491,72 Dangerous Animals: Asia,2018,16,6.6,0,1,0,0,0
4492,A Little Help with Carol Burnett,2018,,6,0,1,0,0,0
4493,A Million Little Things,2018,16,7.9,53,0,1,0,0
4494,A Taiwanese Tale of Two Cities,2018,,6.3,0,1,0,0,0
4495,A Very English Scandal,2018,16,7.7,95,0,0,1,0
4496,A.I.C.O. -Incarnation-,2018,18,6.4,0,1,0,0,0
4497,Accidentally In Love,2018,7,7.6,0,1,0,0,0
4498,Ad Vitam,2018,7,6.4,0,1,0,0,0
4499,Addy Media,2018,,,0,0,0,1,0
4500,Afflicted,2018,18,4.9,0,1,0,0,0
4501,After the Rain,2018,18,7.4,0,0,0,1,0
4502,Age of Rebellion,2018,,8.6,0,1,0,0,0
4503,Aggretsuko,2018,16,8,0,1,0,0,0
4504,Alexa & Katie,2018,0,7.3,0,1,0,0,0
4505,Aliens and Origins,2018,,,0,0,0,1,0
4506,All About the Washingtons,2018,0,4.2,40,1,0,0,0
4507,All American,2018,16,7.7,96,1,0,0,0
4508,All Night,2018,,5.6,0,0,1,0,0
4509,All or Nothing: Manchester City,2018,,8.3,0,0,0,1,0
4510,All or Nothing: New Zealand All Blacks,2018,16,8.3,0,0,0,1,0
4511,All or Nothing: The Dallas Cowboys,2018,18,7.7,0,0,0,1,0
4512,All or Nothing: The Michigan Wolverines,2018,,7.5,0,0,0,1,0
4513,Alone Together,2018,16,6.3,62,0,1,0,0
4514,Altered Carbon,2018,18,8.1,64,1,0,0,0
4515,Amazing Interiors,2018,0,6.7,0,1,0,0,0
4516,America Unveiled,2018,,,0,0,0,1,0
4517,AMO,2018,18,6.4,0,1,0,0,0
4518,An American Murder Mystery: The Staircase,2018,16,7.5,0,0,1,0,0
4519,An Unknown Enemy,2018,,,0,0,0,1,0
4520,Angels of Death,2018,18,6.4,0,0,1,0,0
4521,Anjaan: Rural Myths,2018,,6.1,0,1,0,0,0
4522,Anjaan: Special Crimes Unit,2018,16,7,0,1,0,0,0
4523,Ashes of Love,2018,7,8.5,0,1,0,0,0
4524,Avlu,2018,18,7.3,0,1,0,0,0
4525,B: The Beginning,2018,18,7.2,50,1,0,0,0
4526,Börü,2018,18,8.2,0,1,0,0,0
4527,Baby,2018,18,6.8,80,1,0,0,0
4528,Back Street Girls: Goku Dolls,2018,,6.6,0,1,0,0,0
4529,Bad Banks,2018,7,8,0,0,1,0,0
4530,Baki,2018,18,6.7,0,1,0,0,0
4531,Banana Fish,2018,,7.9,0,0,0,1,0
4532,Bangkok รัก Stories 2 ตอน ไม่เดียงสา,2018,,6.9,0,1,0,0,0
4533,Bangkok Love Stories: Hey You!,2018,,7,0,1,0,0,0
4534,Battlefish,2018,,7.2,0,1,0,0,0
4535,BBQuest,2018,,,0,0,1,0,0
4536,Beat,2018,18,7.4,0,0,0,1,0
4537,Beatless,2018,,5.6,0,0,0,1,0
4538,Becoming Champions,2018,0,6.7,0,1,0,0,0
4539,Best.Worst.Weekend.Ever.,2018,7,6.3,0,1,0,0,0
4540,Better Than Us,2018,,7.4,100,1,0,0,0
4541,Big City Greens,2018,7,6.7,0,0,0,0,1
4542,Bitter Daisies,2018,18,7.2,0,1,0,0,0
4543,Black Earth Rising,2018,16,7.4,79,1,0,0,0
4544,Black Hollywood: 'They've Gotta Have Us',2018,,7.4,0,1,0,0,0
4545,Black Lightning,2018,16,6.1,95,1,0,0,0
4546,Blood Runs Cold,2018,16,7.3,0,0,1,0,0
4547,Blue Zoo,2018,,7.9,0,0,0,1,0
4548,Boarding School Juliet,2018,16,6.8,0,0,0,1,0
4549,Bobby Kennedy for President,2018,16,8.2,95,1,0,0,0
4550,Boca Juniors Confidential,2018,0,6.5,0,1,0,0,0
4551,Bodyguard,2018,18,8.1,93,1,0,0,0
4552,Bondi Harvest,2018,,,0,0,1,0,0
4553,Borges Importadora,2018,,6.2,0,1,0,0,0
4554,Brainchild,2018,7,8,0,1,0,0,0
4555,Breaking Homicide,2018,,,0,0,0,1,0
4556,Britain's Best Home Cook,2018,,7.8,0,0,1,0,0
4557,Britannia,2018,16,6.7,74,0,0,1,0
4558,Bug Juice: My Adventures at Camp,2018,,7.2,0,0,0,0,1
4559,Bumping Mics with Jeff Ross & Dave Attell,2018,18,7.7,0,1,0,0,0
4560,Burden of Truth,2018,16,7.2,0,0,1,0,0
4561,Busted!,2018,16,7.5,0,1,0,0,0
4562,Butterfly,2018,,6.2,93,0,1,0,0
4563,Can I Catch It,2018,,,0,0,0,1,0
4564,Can We Cure,2018,,,0,0,0,1,0
4565,Car Masters: Rust to Riches,2018,,8.9,0,1,0,0,0
4566,Card Captor Sakura: Clear Card,2018,,7.9,0,0,1,0,0
4567,Castaways,2018,,6.2,0,0,1,0,0
4568,Castle Rock,2018,18,7.6,87,0,1,0,0
4569,Cathedral of the Sea,2018,16,7.5,0,1,0,0,0
4570,Celebrity Poker Gala,2018,,,0,0,0,1,0
4571,Cells at Work!,2018,16,7.6,0,1,0,0,0
4572,Chacha Vidhayak Hain Humare,2018,,8,0,0,0,1,0
4573,Champions,2018,7,6,63,1,1,0,0
4574,Charmed,2018,16,4.5,0,1,0,0,0
4575,Chickenwatch,2018,,,0,0,1,1,0
4576,Chilling Adventures of Sabrina,2018,16,7.6,84,1,0,0,0
4577,Chio's School Road,2018,,7.3,0,0,1,0,0
4578,Chip and Potato,2018,0,6.9,0,1,0,0,0
4579,Chosen,2018,,5.5,0,1,0,0,0
4580,Christiane Amanpour: Sex & Love Around the World,2018,18,7.4,0,1,0,0,0
4581,Cleo & Cuquin,2018,,,0,1,0,0,0
4582,Cleopatra,2018,,,0,0,0,1,0
4583,Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,18,6.6,0,1,0,0,0
4584,Cold Hearted,2018,16,6.8,0,0,1,0,0
4585,Collateral,2018,7,6.7,78,1,0,0,0
4586,Comedy High School,2018,,,0,1,0,0,0
4587,Comedy InvAsian,2018,,,0,0,1,0,0
4588,Comicstaan,2018,18,6.8,0,0,0,1,0
4589,Consumer 101,2018,0,4,0,0,1,0,0
4590,Cooking on High,2018,,4.9,0,1,0,0,0
4591,Coop & Cami Ask The World,2018,0,5.8,0,0,0,0,1
4592,Crime Scene Solvers,2018,,,0,0,0,1,0
4593,Crime Time,2018,,6.6,0,1,0,0,0
4594,Cults and Extreme Belief,2018,16,7.7,0,0,1,0,0
4595,Cultureshock,2018,16,6.5,0,0,1,0,0
4596,Cupcake & Dino - General Services,2018,7,7.5,0,1,0,0,0
4597,Dancing Queen,2018,7,6.9,0,1,0,0,0
4598,Daniel Sloss: Live Shows,2018,18,8.6,0,1,0,0,0
4599,Dark Tourist,2018,18,7.6,70,1,0,0,0
4600,DARLING in the FRANXX,2018,16,7.3,0,0,1,0,0
4601,Das Boot,2018,,7.3,85,0,1,0,0
4602,David and Olivia? - Naked in Scotland,2018,,,0,0,0,1,0
4603,Day of The Gun - The Series,2018,,,0,0,0,1,0
4604,Deadwind,2018,18,7.2,0,1,0,0,0
4605,Deals in the Desert,2018,,,0,0,0,1,0
4606,Death by Magic,2018,7,6.1,0,1,0,0,0
4607,Dermot Bannon's Luxury Homes,2018,,,0,0,0,1,0
4608,Derry Girls,2018,16,8.4,97,1,0,0,0
4609,Designer Guys,2018,,,0,0,0,1,0
4610,Deutschland 86,2018,,7.6,100,0,1,0,0
4611,Devilman Crybaby,2018,,,0,1,0,0,0
4612,Devilman: Crybaby,2018,,7.6,80,1,0,0,0
4613,Devils Line,2018,18,6.8,0,0,1,0,0
4614,Diablero,2018,16,6.6,0,1,0,0,0
4615,Dietland,2018,16,6.4,81,0,1,0,0
4616,Dino The Dinosaur,2018,,,0,0,0,1,0
4617,Dirty John,2018,16,7.1,71,1,0,0,0
4618,Dirty Money,2018,16,8.1,100,1,0,0,0
4619,Discover Dvorak's 'New World',2018,,,0,0,0,1,0
4620,Disenchantment,2018,16,7.2,68,1,0,0,0
4621,Divided States,2018,16,6,0,0,1,0,0
4622,Dogs,2018,0,8.1,92,1,0,0,0
4623,Dogs of Berlin,2018,16,7.5,0,1,0,0,0
4624,Don't Watch This,2018,16,3.2,0,1,0,0,0
4625,Dr. Pimple Popper,2018,16,6.6,0,0,1,0,0
4626,Dr. Qin,2018,,,0,0,0,1,0
4627,Dragon Pilot: Hisone and Masotan,2018,16,6.9,0,1,0,0,0
4628,Drain the Oceans,2018,,,0,0,1,0,0
4629,Drawing PS4 Spider-Man,2018,,,0,0,0,1,0
4630,Drop Kick on my Devil!,2018,,6.4,0,0,0,1,0
4631,Droppin' Cash: Los Angeles,2018,16,3.5,0,1,0,0,0
